Id,SalePrice
1707,227281.04
1708,213078.88
1709,248867.52
1710,230532.5
1711,277099.94
1712,252366.94
1713,268517.42
1714,216697.84666666665
1715,211249.56
1716,187745.94
1717,184503.82
1718,143458.5
1719,210565.3
1720,240384.34
1721,175180.62
1722,140946.74
1723,162324.0
1724,213065.16
1725,222744.0
1726,197217.0
1727,177395.46
1728,186890.44
1729,170601.64
1730,156985.4
1731,123910.82
1732,133166.36
1733,125629.66
1734,136006.66
1735,143534.0
1736,119126.48
1737,305733.86
1738,229684.0
1739,253286.34
1740,241131.16
1741,190699.62
1742,172293.8
1743,174898.0
1744,289199.14
1745,201225.64
1746,199770.08
1747,210866.72
1748,209292.0
1749,162493.0
1750,136717.0
1751,213419.0
1752,125430.0
1753,147607.0
1754,194003.96
1755,166703.0
1756,126946.82
1757,121149.32
1758,151184.0
1759,156605.48
1760,174366.72
1761,149083.28
1762,184447.28
1763,178564.96
1764,125401.5
1765,166310.1
1766,165098.0
1767,200720.0
1768,149068.48
1769,166880.0
1770,153959.48
1771,134991.86
1772,146109.0
1773,137162.6
1774,138993.48
1775,132517.5
1776,124778.72
1777,121212.0
1778,138326.0
1779,130677.24
1780,174530.0
1781,135389.5
1782,109206.66
1783,152316.16
1784,114575.6
1785,121075.62
1786,161587.0
1787,163964.64
1788,91223.94
1789,110726.68
1790,101383.64
1791,175275.06
1792,149330.1
1793,146174.0
1794,155473.64
1795,140585.16
1796,137814.0
1797,118187.74
1798,128669.0
1799,113227.5
1800,147033.0
1801,136071.5
1802,130780.28
1803,157294.0
1804,141259.74
1805,139701.0
1806,125189.0
1807,148559.74
1808,124913.5
1809,124912.0
1810,150149.74
1811,118256.06
1812,116231.68
1813,119175.0
1814,97585.96
1815,86059.22
1816,101523.86
1817,134966.0
1818,137813.08
1819,135681.14
1820,97112.0
1821,118811.6
1822,157747.0
1823,83920.94
1824,132297.74
1825,133124.82
1826,116049.52
1827,103978.28
1828,128528.0
1829,113870.26
1830,136902.08
1831,142381.0
1832,125148.48
1833,143135.58
1834,148969.6
1835,136893.42
1836,127932.6
1837,118088.0
1838,129651.68
1839,99735.5
1840,164583.28
1841,143230.26
1842,101771.26
1843,145451.64
1844,146509.2
1845,150336.8
1846,151344.2
1847,163245.0
1848,74332.86
1849,125281.6
1850,126015.0
1851,160313.0
1852,136432.9
1853,150875.16
1854,161384.7
1855,174584.1
1856,230027.88
1857,167843.14
1858,142948.3
1859,119170.86
1860,156862.7
1861,119269.92
1862,278363.66
1863,267481.48
1864,267481.48
1865,334527.04
1866,324351.18
1867,235872.7
1868,300513.14
1869,196459.34
1870,226252.62
1871,256578.82
1872,177143.04
1873,218850.44
1874,140152.0
1875,206629.88666666663
1876,198331.56
1877,212268.0
1878,214096.6
1879,132385.38
1880,134432.0
1881,243642.5
1882,251627.06
1883,192522.0
1884,207841.0
1885,242332.58
1886,298533.92
1887,211775.72
1888,274990.92
1889,174371.8
1890,140458.0
1891,144660.0
1892,115532.6
1893,142870.74
1894,132653.38
1895,143298.0
1896,129769.16
1897,131818.0
1898,124701.52
1899,152429.0
1900,129620.16
1901,155939.2
1902,148959.0
1903,196601.8
1904,137731.08
1905,183219.0
1906,149814.0
1907,183686.0
1908,121501.0
1909,148634.8
1910,133214.0
1911,190586.0
1912,282843.48
1913,150997.06
1914,79067.38
1915,314454.86
1916,80467.66
1917,248520.06
1918,145606.6
1919,167187.2
1920,157759.06
1921,382815.24
1922,325416.5
1923,196030.0
1924,227675.96
1925,221508.56
1926,358859.24
1927,135711.6
1928,160040.0
1929,128874.2
1930,145617.0
1931,147888.26
1932,145976.0
1933,184680.8
1934,181214.0
1935,178546.64
1936,185293.0
1937,182418.0
1938,185228.38
1939,253157.0
1940,199156.2
1941,176918.0
1942,191543.0
1943,202043.86
1944,335643.3
1945,358365.72
1946,148690.0
1947,289953.64
1948,169977.58
1949,226191.6
1950,180233.6
1951,252118.74
1952,224216.0
1953,176996.0
1954,196058.0
1955,137492.28
1956,267284.14
1957,158535.0
1958,296739.98
1959,150149.86
1960,125458.84
1961,124091.16
1962,97911.0
1963,103342.0
1964,114046.0
1965,151921.0
1966,133541.92
1967,277564.56
1968,421994.62
1969,378333.14
1970,414681.92
1971,379785.1
1972,341011.78
1973,275952.06
1974,314487.06
1975,439422.64
1976,278337.58
1977,337244.08
1978,347186.72
1979,321787.9
1980,200975.26
1981,337853.78
1982,228916.2
1983,216660.7
1984,166909.3
1985,229192.94
1986,221087.72
1987,184542.8
1988,181629.3
1989,198367.0
1990,224110.96
1991,218221.92
1992,210107.4
1993,178629.0
1994,221314.78
1995,180745.28
1996,253771.14
1997,312078.42
1998,324274.84
1999,257054.4
2000,297531.36
2001,292549.08
2002,237094.82
2003,252009.7
2004,268296.24
2005,230523.98
2006,214297.32
2007,245942.5
2008,229366.74
2009,212188.66
2010,196598.9
2011,151126.0
2012,185076.44
2013,188008.8
2014,194216.0
2015,205461.0
2016,206867.0
2017,199364.44
2018,135670.4
2019,136948.82
2020,116213.08
2021,120436.0
2022,173753.94
2023,150678.84
2024,257861.54
2025,344691.08
2026,184645.0
2027,159957.1
2028,150292.02
2029,172984.66
2030,265747.24
2031,227253.84
2032,233185.72
2033,247356.74
2034,163252.0
2035,199236.76
2036,175566.3
2037,175450.86
2038,273382.88
2039,228625.84
2040,284612.64
2041,254395.42
2042,200017.8
2043,164326.2
2044,163488.0
2045,204098.1
2046,138968.2
2047,149744.68
2048,146934.16
2049,139032.4
2050,176540.82
2051,115859.0
2052,143916.88
2053,141050.5
2054,100644.22
2055,162964.92
2056,152538.0
2057,127615.16
2058,222744.5
2059,145590.0
2060,163754.5
2061,162434.0
2062,140083.0
2063,120560.5
2064,141567.0
2065,130302.0
2066,159019.64
2067,145172.0
2068,143523.74
2069,94786.72
2070,104494.0
2071,104987.5
2072,140483.0
2073,145080.66
2074,169977.0
2075,143280.18
2076,122358.82
2077,151934.5
2078,131911.0
2079,136268.0
2080,116685.26
2081,123862.0
2082,133532.74
2083,140168.1
2084,109730.32
2085,134699.0
2086,138809.54
2087,122957.1
2088,115861.82
2089,92404.0
2090,143887.98
2091,128515.72
2092,136621.28
2093,132863.42
2094,120136.88
2095,145825.64
2096,92149.86
2097,109010.0
2098,135572.64
2099,78891.1
2100,124648.38
2101,123631.0
2102,131308.32
2103,108129.6
2104,146771.56
2105,140747.32
2106,92064.38
2107,195921.78
2108,124227.18
2109,118418.0
2110,132016.66
2111,149654.34
2112,138108.0
2113,122903.0
2114,124846.2
2115,144211.0
2116,115951.2
2117,148700.72
2118,129507.0
2119,109741.24
2120,124041.0
2121,111112.16
2122,111094.0
2123,97154.82
2124,155652.74
2125,138518.5
2126,154949.0
2127,154347.04
2128,133326.32
2129,100251.0
2130,137600.64
2131,149368.86
2132,116272.0
2133,111053.62
2134,123690.28
2135,107996.6
2136,101877.66
2137,121177.22
2138,140263.0
2139,148917.0
2140,141914.0
2141,156052.0
2142,139332.0
2143,141601.16
2144,125373.54
2145,149897.5
2146,156682.0
2147,173700.6
2148,123440.0
2149,157583.82
2150,199123.8
2151,113373.0
2152,178403.0
2153,155227.0
2154,120312.28
2155,134763.82
2156,256117.86
2157,234100.22
2158,224536.0
2159,194858.9
2160,185758.48
2161,246379.44
2162,346161.64
2163,352497.78
2164,260830.62
2165,202339.0
2166,150100.0
2167,216001.12
2168,204668.0
2169,202511.66
2170,220861.06
2171,147465.0
2172,140545.68
2173,163919.78
2174,225129.98
2175,287711.7
2176,304818.22
2177,248135.1
2178,222117.6
2179,148106.0
2180,213374.2
2181,197743.68
2182,222900.86
2183,189474.82
2184,134443.0
2185,145261.7
2186,147112.12
2187,159428.0
2188,156756.08
2189,212784.88
2190,96169.06
2191,97621.16
2192,111829.08
2193,109782.94
2194,108178.76
2195,129311.8
2196,124040.9
2197,118271.66
2198,138877.6
2199,171671.74
2200,134053.0
2201,127138.0
2202,170267.0
2203,163100.64
2204,177039.48
2205,116239.16
2206,134610.5
2207,197312.08
2208,226014.9
2209,180696.64
2210,130943.0
2211,105311.66
2212,113332.68
2213,106027.24
2214,161281.8
2215,107013.52
2216,141912.64
2217,87513.1
2218,96786.66
2219,96677.08
2220,96625.6
2221,320906.22
2222,257527.04
2223,282252.76
2224,222702.94
2225,140210.6
2226,199505.6
2227,201948.16
2228,279833.52
2229,246078.38
2230,167435.12
2231,224815.22
2232,175583.0
2233,197225.84
2234,238923.98
2235,243625.18
2236,276522.34
2237,341770.98
2238,206540.9
2239,122704.6
2240,163293.0
2241,166703.0
2242,132816.2
2243,127235.36
2244,108626.0
2245,109274.2
2246,139977.0
2247,122058.0
2248,124717.5
2249,125188.5
2250,138097.0
2251,137524.04
2252,174749.0
2253,167142.7
2254,177566.0
2255,181810.0
2256,181518.0
2257,200459.2
2258,171835.5
2259,179382.0
2260,148361.88
2261,180146.04
2262,204045.5
2263,352311.56
2264,363850.56
2265,164721.06
2266,264609.98
2267,356180.2
2268,337932.3
2269,149818.0
2270,189110.7
2271,210184.74
2272,207648.0
2273,169600.64
2274,182267.2
2275,162066.64
2276,181235.3
2277,180036.0
2278,147416.0
2279,138872.0
2280,129090.92
2281,188085.92
2282,194529.62
2283,105128.0
2284,118437.08
2285,138550.6
2286,128487.0
2287,344321.86
2288,284043.78
2289,346255.86
2290,400668.4
2291,333434.42
2292,416700.66
2293,429115.68
2294,364776.84
2295,407886.24
2296,251788.46
2297,326780.02
2298,344449.8
2299,353578.8
2300,300216.7
2301,312808.48
2302,237722.52
2303,231133.48
2304,254783.16
2305,199250.62
2306,197669.56
2307,200290.3
2308,216371.56
2309,281556.74
2310,229033.24
2311,197538.7
2312,180944.36
2313,179191.8
2314,192110.8
2315,177373.68
2316,197631.02
2317,185717.52
2318,185020.7
2319,192229.46
2320,182899.16
2321,237277.38
2322,176300.2
2323,181754.0
2324,186891.7
2325,209148.36
2326,174640.54
2327,213184.2
2328,225235.78
2329,184064.0
2330,179148.0
2331,366736.14
2332,345478.12
2333,317067.5
2334,267551.22
2335,272193.14
2336,312870.98
2337,205007.02
2338,260572.2
2339,235413.74
2340,369661.0
2341,208830.66
2342,232931.38666666663
2343,227864.78
2344,231173.92
2345,244656.44
2346,215106.3
2347,204490.86
2348,228874.26
2349,183627.54
2350,313778.78
2351,258194.76
2352,250934.38
2353,281428.76
2354,135036.0
2355,150679.52
2356,161034.8
2357,204422.94
2358,207228.0
2359,122643.0
2360,121681.0
2361,134508.74
2362,260441.86
2363,144781.18
2364,157756.18
2365,218078.18
2366,193309.0
2367,214223.16
2368,201946.76
2369,216694.64
2370,171951.2
2371,173480.0
2372,191449.86
2373,244665.92
2374,298180.5
2375,235341.34
2376,257750.22
2377,281110.18
2378,144692.0
2379,196628.0
2380,144851.0
2381,159436.0
2382,189640.42
2383,204124.0
2384,233576.4
2385,160488.48
2386,143881.0
2387,140220.5
2388,121531.6
2389,135321.0
2390,147015.68
2391,138909.66
2392,115334.96
2393,159351.0
2394,146656.0
2395,184800.0
2396,149533.68
2397,190307.1
2398,135785.5
2399,85449.28
2400,77227.86
2401,118884.0
2402,138862.0
2403,135865.96
2404,155934.16
2405,160215.0
2406,136017.0
2407,128450.0
2408,148103.0
2409,139033.0
2410,158629.0
2411,127085.0
2412,155784.0
2413,143569.0
2414,139222.6
2415,136688.6
2416,121086.16
2417,133271.64
2418,132418.0
2419,129173.5
2420,130816.02
2421,152473.02
2422,125741.0
2423,138697.22
2424,148879.0
2425,207080.78
2426,131392.06
2427,149767.38
2428,167026.0
2429,118838.32
2430,133775.66
2431,132210.0
2432,142358.0
2433,147172.0
2434,141737.8
2435,147788.0
2436,121437.16
2437,118210.16
2438,128522.0
2439,124512.62
2440,124847.08
2441,108315.5
2442,104842.62
2443,117156.68
2444,142649.0
2445,100752.84
2446,133841.5
2447,190109.04
2448,150163.08
2449,112359.0
2450,141067.66
2451,130910.0
2452,175151.38
2453,105734.5
2454,135594.64
2455,120006.58
2456,124933.52
2457,124267.0
2458,124111.08
2459,114876.0
2460,131282.0
2461,121704.0
2462,126415.0
2463,116890.0
2464,163717.5
2465,143002.8
2466,119571.12
2467,139912.08
2468,102546.3
2469,96843.74
2470,176259.38
2471,189663.0
2472,160606.44
2473,118482.0
2474,109026.44
2475,191618.0
2476,122515.16
2477,133175.0
2478,154683.24
2479,120679.0
2480,160177.74
2481,137036.0
2482,131067.14
2483,125794.0
2484,130203.66
2485,135270.82
2486,149707.0
2487,206021.1
2488,137763.0
2489,156509.5
2490,147983.0
2491,103206.58
2492,181766.64
2493,161811.8
2494,148772.28
2495,105716.16
2496,216152.74
2497,145712.5
2498,118487.74
2499,103874.0
2500,142014.0
2501,133946.0
2502,140272.0
2503,117031.54
2504,178829.06
2505,223005.32
2506,263107.1
2507,289830.78
2508,258024.64
2509,225382.4
2510,228296.1
2511,186816.74
2512,215162.3
2513,225745.96
2514,245435.16
2515,146667.44
2516,188090.28
2517,140135.0
2518,148452.0
2519,228772.8
2520,208175.8
2521,194612.0
2522,222811.68
2523,133103.28
2524,146582.9
2525,144633.0
2526,136180.0
2527,129545.0
2528,127722.0
2529,136400.0
2530,131367.5
2531,239271.72
2532,221176.6
2533,199494.3
2534,237605.9
2535,273141.46
2536,223051.58
2537,222647.38
2538,193770.12
2539,188304.66
2540,185250.28
2541,180323.0
2542,176706.46
2543,144249.6
2544,127148.0
2545,138865.64
2546,141204.0
2547,134857.14
2548,168555.64
2549,168964.22
2550,401191.18
2551,154450.66
2552,127592.5
2553,97201.16
2554,117569.28
2555,121463.0
2556,113856.98
2557,115206.16
2558,174086.96
2559,138798.32
2560,136085.64
2561,126735.2
2562,133160.18
2563,145275.5
2564,170591.74
2565,154398.12
2566,167530.0
2567,128857.2
2568,179684.16
2569,189677.0
2570,123132.2
2571,204849.22
2572,157977.68
2573,196706.0
2574,246259.36
2575,139692.0
2576,132163.0
2577,162739.4
2578,97117.42
2579,92208.04
2580,130108.1
2581,128505.4
2582,131520.14
2583,277879.36
2584,169680.74
2585,210695.56
2586,215689.32
2587,188621.4
2588,141583.0
2589,148171.4
2590,216707.12
2591,195461.88
2592,220011.72
2593,253699.32
2594,171777.44
2595,200251.84
2596,323955.9
2597,203421.94
2598,268156.06
2599,311946.68
2600,154772.28
2601,149081.0
2602,90416.0
2603,103638.0
2604,93543.0
2605,91225.0
2606,165908.0
2607,185802.94
2608,201487.5
2609,166861.0
2610,119233.0
2611,142251.0
2612,150910.32
2613,131031.0
2614,131609.5
2615,147370.98
2616,142735.16
2617,169595.02
2618,183820.0
2619,183176.0
2620,186430.0
2621,184893.44
2622,184079.44
2623,250775.5
2624,298338.74
2625,266894.98
2626,167058.0
2627,168361.0
2628,409872.9
2629,429989.24
2630,355962.5
2631,425924.52
2632,384405.44
2633,299393.86
2634,375540.86
2635,156506.4
2636,188909.0
2637,182436.14
2638,243372.4
2639,180170.1
2640,153849.1
2641,120076.0
2642,213987.64
2643,108069.66
2644,137384.66
2645,98070.0
2646,94858.0
2647,103694.0
2648,137809.0
2649,141356.4
2650,129103.2
2651,147431.0
2652,400867.18
2653,247249.56
2654,288403.76
2655,362232.14
2656,340820.64
2657,332743.5
2658,291836.76
2659,314779.14
2660,341125.22
2661,349495.56
2662,347991.46
2663,264691.2
2664,283738.3
2665,316572.92
2666,280607.74
2667,173058.54
2668,179226.4
2669,183736.62
2670,283169.58
2671,180255.18
2672,190102.48
2673,206021.74
2674,212264.0
2675,180244.3
2676,194048.92
2677,191120.36
2678,245288.52
2679,278107.56
2680,286394.82
2681,327147.88
2682,309879.92
2683,456503.46
2684,308089.22
2685,294372.06
2686,249980.7
2687,315430.62
2688,220641.34
2689,207971.32
2690,392190.76
2691,204472.1
2692,136888.3
2693,199995.62
2694,141401.58
2695,192005.1
2696,185697.84
2697,202874.72
2698,206639.56
2699,188246.84
2700,174433.28
2701,171318.18
2702,127181.16
2703,138355.16
2704,138931.92
2705,131488.0
2706,128698.0
2707,131083.0
2708,134302.0
2709,113681.16
2710,132441.02
2711,266664.06
2712,345423.18
2713,185153.06
2714,147297.28
2715,173668.0
2716,166696.3
2717,190596.4
2718,229931.1
2719,164378.74
2720,159403.0
2721,145865.0
2722,171232.0
2723,147901.12
2724,139622.5
2725,135351.0
2726,147161.0
2727,174712.48
2728,161610.0
2729,158141.66
2730,142926.0
2731,118584.0
2732,121791.32
2733,157996.0
2734,157257.0
2735,139399.5
2736,147930.74
2737,125529.16
2738,141970.48
2739,158715.0
2740,131104.0
2741,157263.0
2742,155189.68
2743,156575.0
2744,152351.2
2745,141286.56
2746,137049.5
2747,136214.0
2748,133167.66
2749,136044.0
2750,131396.68
2751,135481.5
2752,205774.0
2753,151271.0
2754,209051.28
2755,123192.58
2756,107820.74
2757,84223.0
2758,103490.0
2759,149055.0
2760,146647.74
2761,147081.0
2762,147808.5
2763,178595.12
2764,175844.0
2765,226698.48
2766,133912.68
2767,92582.0
2768,133927.66
2769,144356.0
2770,139943.0
2771,124055.16
2772,125059.2
2773,159963.56
2774,133149.5
2775,134041.38
2776,131965.0
2777,140453.26
2778,108702.7
2779,151307.54
2780,101466.62
2781,99124.44
2782,106168.78
2783,112475.76
2784,120790.04
2785,143498.0
2786,84397.42
2787,117337.92
2788,97852.5
2789,154543.88
2790,106072.5
2791,122209.02
2792,86548.0
2793,157583.82
2794,117399.9
2795,124755.1
2796,105865.12
2797,178043.8
2798,113816.76
2799,124348.74
2800,87542.0
2801,112807.6
2802,137156.0
2803,157290.6
2804,133076.14
2805,106482.52
2806,102097.52
2807,145938.6
2808,148273.0
2809,135805.7
2810,131211.0
2811,153844.0
2812,150633.4
2813,174673.46
2814,157245.7
2815,106216.6
2816,223118.74
2817,173329.7
2818,131779.54
2819,178182.22
2820,147387.32
2821,116861.32
2822,182988.0
2823,250909.38
2824,181869.0
2825,153334.0
2826,130433.52
2827,140104.5
2828,226707.88
2829,205791.0
2830,242454.46
2831,192764.96
2832,262115.0
2833,299527.0
2834,218073.8
2835,212861.86
2836,194910.2
2837,165367.28
2838,149304.6
2839,187503.1
2840,193587.0
2841,204934.0
2842,226836.0
2843,142655.0
2844,160231.0
2845,123596.5
2846,205849.7
2847,199577.8
2848,215107.92
2849,208010.2
2850,267906.78
2851,227563.72
2852,232448.7
2853,244068.0
2854,142741.8
2855,211749.68
2856,206926.34
2857,189364.34
2858,200383.52
2859,136917.18
2860,137938.8
2861,140081.0
2862,202374.0
2863,126287.0
2864,250795.26
2865,149758.36
2866,131748.0
2867,106487.5
2868,117579.5
2869,126686.34
2870,148026.82
2871,106705.52
2872,73984.44
2873,115105.24
2874,137788.0
2875,115822.04
2876,152860.5
2877,141645.74
2878,164233.74
2879,143740.0
2880,115760.08
2881,150582.0
2882,158203.26
2883,174451.8
2884,184039.58
2885,169432.08
2886,205972.5
2887,100364.5
2888,125460.94
2889,80682.08
2890,96147.52
2891,146013.0
2892,73591.88
2893,113617.48
2894,77976.02
2895,321565.3
2896,284022.48
2897,197057.8
2898,153315.64
2899,221283.54
2900,157098.1
2901,186345.74
2902,195263.84
2903,335848.56
2904,333849.54
2905,111573.34
2906,211381.44
2907,123840.0
2908,131686.5
2909,154328.68
2910,84284.0
2911,86628.0
2912,153675.58
2913,88020.22
2914,94950.0
2915,91196.0
2916,88746.0
2917,149795.3
2918,121855.18
2919,218417.42
